0;2890000;1990000;900000
0;3890000;2990000;
0;4890000;3990000;
0;5890000;4990000;
0;6890000;5990000;
0;7890000;6990000;
0;8890000;7990000;
0;9890000;8990000;
0;10890000;9990000;
0;11890000;10990000;
0;12890000;11990000;
0;13890000;12990000;
0;14890000;13990000;
0;15890000;14990000;
0;16890000;15990000;
0;17890000;16990000;
0;18890000;17990000;
0;19890000;18990000;
0;20890000;19990000;
0;21890000;20990000;
0;22890000;21990000;
0;23890000;22990000;
0;24890000;23990000;
0;25890000;24990000;
0;26890000;25990000;
0;27890000;26990000;
0;28890000;27990000;
0;29890000;28990000;
0;30890000;29990000;
0;31890000;30990000;
0;32890000;31990000;
0;33890000;32990000;
0;34890000;33990000;
0;35890000;34990000;
0;36890000;35990000;
0;37890000;36990000;
0;38890000;37990000;
0;39890000;38990000;
0;40890000;39990000;
0;41890000;40990000;
0;42890000;41990000;
0;43890000;42990000;
0;44890000;43990000;
0;45890000;44990000;
0;46890000;45990000;
0;47890000;46990000;
0;48890000;47990000;
0;49890000;48990000;
0;50890000;49990000;
0;51890000;50990000;
0;52890000;51990000;
0;53890000;52990000;
0;54890000;53990000;
0;55890000;54990000;
0;56890000;55990000;
0;57890000;56990000;
0;58890000;57990000;
0;59890000;58990000;
0;60890000;59990000;
0;61890000;60990000;
0;62890000;61990000;
0;63890000;62990000;
0;64890000;63990000;
0;65890000;64990000;
0;66890000;65990000;
0;67890000;66990000;
0;68890000;67990000;
0;69890000;68990000;
0;70890000;69990000;
0;71890000;70990000;
0;72890000;71990000;
0;73890000;72990000;
0;74890000;73990000;
0;75890000;74990000;
0;76890000;75990000;
0;77890000;76990000;
0;78890000;77990000;
0;79890000;78990000;
0;80890000;79990000;
0;81890000;80990000;
0;82890000;81990000;
0;83890000;82990000;
0;84890000;83990000;
0;85890000;84990000;
0;86890000;85990000;
0;87890000;86990000;
0;88890000;87990000;
0;89890000;88990000;
0;90890000;89990000;
0;91890000;90990000;
0;92890000;91990000;
0;93890000;92990000;
0;94890000;93990000;
0;95890000;94990000;
0;96890000;95990000;
0;97890000;96990000;
0;98890000;97990000;
0;99890000;98990000;
0;100890000;99990000;
0;101890000;100990000;
0;102890000;101990000;
0;103890000;102990000;
0;104890000;103990000;
0;105890000;104990000;
0;106890000;105990000;
0;107890000;106990000;
0;108890000;107990000;
0;109890000;108990000;
0;110890000;109990000;
0;111890000;110990000;
0;112890000;111990000;
0;113890000;112990000;
0;114890000;113990000;
0;115890000;114990000;
0;116890000;115990000;
0;117890000;116990000;
0;118890000;117990000;
0;119890000;118990000;
0;120890000;119990000;
0;121890000;120990000;
0;122890000;121990000;
0;123890000;122990000;
0;124890000;123990000;
0;125890000;124990000;
0;126890000;125990000;
0;127890000;126990000;
0;128890000;127990000;
